Persona:int,AnoNac:int,Sexo:int
14181103,1968,2
14181104,2006,2
14181201,1945,1
14181202,1940,2
14182001,1942,1
14183001,1930,1
14183002,1938,2
14183003,1965,2
14183004,1996,1
14184001,1954,1
14184002,1954,2
14184003,1992,2
14185101,1953,1
14185102,1954,2
14185103,1990,1
14185104,1982,2
14185105,1978,2
14186301,1973,2
14186302,1961,1
14186303,1984,2
14186304,1974,1
14186305,2010,1
14187301,1970,2
14187302,1966,1
14187303,1991,1
14187304,1992,1
14187305,2000,2
14188101,1940,1
14188102,1945,2
14188103,1968,1
14189001,1947,1
14189002,1950,2
14190001,1976,1
14190002,1977,2
14190003,1995,1
14190004,2000,1
14190005,2003,1
14190006,2008,2
14190007,1947,2
14190008,1976,1
14191001,1963,2
14191002,1991,1
14191003,2001,1
14191004,1992,2
14192101,1968,1
14192102,1966,2
14192103,2003,1
14193301,1942,1
14193302,1945,2
14194001,1954,2
14194002,1979,2
14194003,1982,1
14194004,1992,1
14194005,1992,2
14194006,2002,1
14194007,2007,2
14194008,2010,2
14194009,2008,1
14194010,2011,1
14195101,1950,1
14196101,1951,1
14196102,1957,2
14196103,1973,1
14196104,1976,1
14196105,1981,2
14196106,1987,1
14196107,1994,1
14197201,1988,2
14197202,2004,1
14198101,1955,1
14198102,1961,2
14198103,1987,1
14198104,1993,2
14199101,1952,1
14199102,1950,2
14200001,1958,1
14200002,1961,2
14200003,1983,2
14200004,1994,2
14200005,2004,1
14201001,1990,1
14201002,1992,2
14201003,2012,1
14202201,1940,1
14202202,1946,2
14202203,1973,2
14202204,2004,2
14202205,2006,2
14203001,1992,2
14203002,1988,1
14203003,2010,2
14204101,1935,2
14204102,1969,2
14204103,1970,1
14204104,1973,2
14204105,1995,2
14204106,1999,1
14204107,2000,2
14204108,2007,1
14205001,1953,1
14205002,1956,2
14206001,1968,1
14206002,1969,2
14206003,1998,2
14206004,2003,1
14206005,2010,2
14207001,1950,1
14207002,1953,2
14208001,1988,1
14208002,1978,2
14208003,2008,2
14209101,1937,2
14210001,1936,2
14210002,1980,1
14210003,1957,2
14211301,1962,1
14211302,1963,2
14211303,1988,2
14211304,1994,2
14212101,1970,1
14212102,1974,2
14212103,1995,2
14212104,1999,1
14212105,1998,1
14213101,1969,1
14213102,1938,1
14213103,1945,2
14214101,1944,2
14214102,1978,2
14214103,1981,1
14214104,1986,2
14214105,2000,1
14215301,1963,2
14215302,1988,1
14215303,2002,2
14216201,1937,1
14216202,1957,2
14216203,1995,2
14216204,1997,2
14217001,1946,2
14217002,1990,1
14217003,1993,2
14218001,1966,2
14218002,1986,2
14218003,1991,2
14218004,1957,1
14219001,1952,1
14219002,1951,2
14220001,1968,1
14220002,1930,2
14221001,1945,1
14221002,1990,1
14221003,1971,2
14221004,1971,1
14221005,1991,2
14221006,2007,2
14222001,1963,1
14222002,1973,2
14222003,1975,1
14222004,2002,2
14223101,1948,1
14223102,1955,2
14223103,1980,1
14224101,1968,1
14224102,1972,2
14224103,2000,2
14224104,2003,1
14225301,1969,1
14225302,1957,1
14225303,1963,1
14225304,1952,2
14226201,1929,1
14226202,1972,2
14227201,1960,1
14227202,1960,2
14227203,2001,2
14228101,1954,2
14228102,1965,1
14229101,1944,1
14229102,1944,2
14229103,1977,1
14229104,1996,2
14229105,1997,1
14230001,1931,1
14230002,1937,2
14231201,1951,1
14231202,1954,2
14232101,1971,1
14232102,1971,2
14232103,1998,2
14232104,2003,2
14233101,1949,1
14233102,1953,2
14233103,1986,2
14234001,1962,2
14234002,1987,2
14234003,1995,2
14234004,1963,1
14235001,1932,2
14236001,1943,1
14236002,1973,2
14236003,1945,2
14236004,1999,1
14237201,1948,1
14237202,1988,1
14237203,1988,1
14238001,1970,2
14238002,1968,1
14238003,1988,2
14238004,2008,1
14238005,1993,1
14238006,1995,1
14238007,2002,2
14238008,2005,2
14239101,1950,1
14239102,1946,2
14239103,1980,1
14240101,1956,2
14240102,1981,1
14240103,1976,2
14240104,2002,2
14240201,1981,1
14240202,1986,2
14240203,2009,2
14240204,2013,2
14241101,1957,1
14241102,1992,2
14241103,1997,1
14241104,2011,1
14242101,1987,1
14242102,1985,2
14242103,2006,1
14243101,1941,2
14243102,1980,1
14243103,1987,2
14244201,1955,2
14244202,1955,1
14244203,1977,2
14244204,1994,1
14244205,1998,1
14245101,1960,2
14245102,1998,2
14246201,1950,2
14246202,1952,1
14247001,1956,1
14247002,1957,2
14248101,1946,1
14248102,1961,2
14248103,1989,1
14248104,1995,2
14248105,2012,1
14249301,1987,1
14249302,1980,2
14250301,1973,1
14250302,1973,2
14251001,1969,2
14251002,1973,1
14251003,2005,1
14251004,2000,1
14251005,2010,2
14252001,1961,1
14252002,1965,2
14252003,1989,1
14252004,1993,2
14252005,2003,2
14253101,1969,1
14253102,1984,2
14253103,2010,2
14253104,2003,1
14254101,1972,1
14254102,1972,2
14254103,1994,2
14254104,2007,2
14254105,2007,2
14255101,1954,1
14255102,1963,2
14256101,1930,2
14256102,1959,2
14256103,1998,2
14256104,1999,1
14256105,2002,2
14257101,1953,1
14258001,1959,1
14258002,1951,2
14258003,1984,1
14258004,1987,2
14258005,2011,2
14258006,1966,1
14259101,1992,2
14259102,1994,1
14259103,1967,1
14259104,1965,2
14260101,1986,1
14260102,1991,2
14260103,2007,2
14261001,1940,2
14262301,1935,1
14262302,1941,2
14262303,1967,2
14262304,1990,1
14263101,1953,1
14263102,1968,2
14263103,1999,1
14264301,1959,2
14264302,1952,1
14265101,1964,1
14265102,1965,2
14265103,1985,1
14265104,1993,1
14265105,2004,2
14266101,1974,1
14266102,1938,1
14266103,1965,1
14266104,1965,2
14266105,1968,1
14267301,1953,1
14267302,1977,2
14267303,1979,1
14267304,1998,1
14267305,1999,1
14267306,2010,1
14268101,1948,1
14268102,1943,2
14268103,1980,1
14269001,1951,1
14269002,1942,2
14269003,1920,2
14270101,1942,2
14270102,1994,2
14270103,1973,2
14271101,1962,1
14271102,1964,2
14272001,1963,1
14272002,1984,2
14272003,1999,2
14272004,2008,1
14273001,1955,2
14273002,1974,1
14273003,1976,1
14273004,1992,2
14273005,1998,1
14273006,2003,1
14273007,2012,1
14274101,1969,1
14274102,1976,2
14275201,1932,2
14275202,1989,1
14275203,1990,1
14275204,1993,1
14275205,1961,2
14276001,1969,2
14276002,1930,1
14276003,2000,2
14276004,2005,1
14277101,1981,2
14277102,1992,1
14277103,2002,1
14277104,2012,1
14278101,1941,2
14278102,1982,2
14278103,1987,2
14278104,2009,2
14278105,2002,2
14279201,1963,1
14279202,1986,1
14279203,1989,2
14279204,2008,2
14279205,2010,1
14280001,1932,1
14280002,1972,1
14280003,1977,2
14280004,1997,2
14280005,1999,2
14280006,2009,2
14281101,1987,2
14281102,1980,1
14281103,1949,2
14281104,1947,1
14282101,1944,2
14283101,1941,1
14283102,1970,2
14284101,1929,1
14284102,1932,2
14284103,1952,2
14284104,1958,2
14284105,1962,2
14284106,1962,2
14284107,1966,2
14285001,1978,1
14285002,1978,2
14285003,1958,2
14285004,1998,2
14285005,2012,1
14286101,1965,1
14287001,1948,1
14287002,1945,2
14288001,1940,2
14289101,1965,2
14289102,1989,2
14289103,2012,1
14289104,2010,1
14290301,1967,1
14290302,1977,2
14290303,1996,2
14290304,2000,1
14291001,1956,2
14291002,1956,1
14291003,1986,2
14291004,1982,1
14291005,2012,2
14291006,2005,1
14292001,1989,2
14292002,1986,1
14292003,2011,1
14292004,2005,2
14292005,1963,1
14292006,1967,2
14293101,1959,2
14293102,1981,2
14293103,1980,1
14293104,1999,1
14293105,2009,2
14293106,2010,2
14294001,1973,1
14294002,1974,2
14294003,1988,1
14294101,1962,2
14294102,1954,2
14294103,1933,2
14294104,1981,2
14294105,1991,1
14295101,1932,2
14296101,1938,2
14297001,1930,2
14297002,1963,1
14297003,1986,2
14298001,1963,2
14298002,1971,2
14298003,1962,2
14298004,1988,1
14298005,1928,2
14299001,1944,2
14299002,1961,2
14300301,1964,2
14300302,1960,1
14300303,1994,1
14300304,1998,1
14300305,2005,2
14301101,1955,2
14301102,1990,1
14302101,1951,2
14302102,1925,1
14303101,1938,1
14303102,1938,2
14304201,1973,2
14305201,1960,1
14305202,1961,2
14306201,1974,2
14306202,1973,1
14306203,1998,2
14306204,2008,2
14307001,1965,1
14307002,1966,2
14307003,1990,2
14307004,1992,1
14308101,1957,1
14308102,1956,2
14308103,1998,1
14308104,1986,1
14309001,1962,2
14309002,1999,1
14309101,1955,1
14309102,1947,2
14309103,1988,2
14309104,1936,2
14310001,1962,1
14310002,1955,2
14310003,1981,1
14310004,1984,1
14310005,1988,1
14311301,1942,1
14312001,1935,2
14313301,1953,2
14313302,1986,1
14314101,1942,2
14314102,1978,1
14314103,1983,2
14314104,2004,1
14315001,1948,1
14316101,1975,1
14316102,1978,2
14316103,2003,2
14316104,2000,1
14317101,1968,1
14317102,1974,2
14317103,1996,1
14317104,2006,2
14318101,1972,1
14318102,1975,2
14318103,1993,2
14319101,1976,2
14319102,1947,2
14319103,2005,1
14320101,1971,1
14320102,1985,2
14320103,2000,2
14320104,2009,1
14321101,1955,2
14321102,1973,1
14322101,1935,2
14322102,1988,1
14323201,1968,1
14323202,1972,2
14323203,1989,2
14323204,1995,1
14323205,2010,2
14324101,1962,1
14324102,1960,2
14324103,1988,2
14324104,1992,1
14324105,2010,1
14325101,1960,1
14325102,1960,2
14325103,2000,1
14325104,2004,1
14325201,1954,1
14325202,1957,2
14325203,1982,1
14325204,1994,1
14326101,1970,2
14326102,1994,2
14326103,1996,2
14326104,2009,2
14327001,1991,1
14327002,1965,2
14327003,1994,1
14328101,1972,2
14328102,1968,1
14328103,1993,1
14329001,1960,2
14329002,1987,2
14330101,1971,1
14330102,1983,1
14330103,1956,2
14330104,1930,2
14330105,1952,1
14330106,2003,2
14330107,2006,2
14331101,1979,1
14331102,1981,2
14331103,2000,1
14331104,2003,2
14332301,1934,1
14332302,1957,2
14332303,1959,2
14333001,1928,2
14333002,1992,2
14334101,1938,2
14334102,1938,1
14334103,1965,1
14335001,1958,2
14335002,1960,1
14335003,1998,2
14336201,1975,2
14336202,1968,1
14336203,1999,2
14336204,2002,1
14337201,1940,1
14337202,1945,2
14337203,1986,2
14338001,1947,1
14338002,1921,2
14339201,1958,1
14339202,1966,2
14339203,1998,1
14339204,1989,1
14340101,1990,1
14340102,1990,2
14340103,1961,2
14340104,1988,1
14340105,2006,1
14341001,1966,1
14341002,1968,2
14341003,1959,2
14342001,1962,2
14342002,1983,2
14342003,1989,1
14342004,1992,1
14343001,1955,1
14343002,1974,2
14343003,1996,1
14344001,1987,2
14344002,1987,1
14344003,2010,1
14345101,1935,1
14345102,1960,2
14345103,1982,2
14345104,1992,1
14346101,1955,1
14346102,1957,2
14346103,1982,1
14346104,1984,1
14347101,1952,1
14347102,1959,2
14347103,1981,1
14347104,1988,1
14347105,1966,1
14348101,1984,1
14348102,1985,2
14348103,2006,1
14348104,2007,1
14349201,1966,1
14349202,1969,2
14349203,1997,2
14349204,1998,1
14350101,1931,1
14350102,1939,2
14351201,1946,1
14351202,1950,2
14351203,1977,2
14351204,1986,1
14351205,1999,1
14352101,1954,2
14352102,1946,2
14352103,1951,1
14352104,1979,1
14352105,1983,1
14352106,1986,1
14353001,1953,2
14353002,1944,1
14354101,1944,2
14354102,1940,1
14354103,1967,2
14354104,1968,1
14354105,1968,1
14354106,1992,1
14354107,1996,2
14355001,1959,1
14355002,1961,2
14355003,1985,1
14355004,1991,2
14356001,1945,1
14356002,1950,2
14356003,1971,1
14356004,1994,1
14356005,2005,2
14357001,1962,2
14357002,1989,1
14357003,1992,2
14357004,1962,1
14358101,1977,1
14358102,1978,2
14358103,1985,2
14358104,1998,2
14358105,2007,1
14359101,1961,2
14359102,1960,1
14359103,1988,2
14359104,2009,1
14359105,2011,2
14360101,1925,1
14360102,1926,2
14361301,1975,1
14361302,1975,2
14361303,1997,1
14361304,2000,2
14361305,2004,1
14362101,1947,1
14362102,1947,2
14363101,1970,1
14363102,1973,2
14364001,1952,2
14365001,1938,1
14366101,1962,2
14366102,1957,1
14366103,1993,2
14366104,2001,2
14366105,2001,2
14367101,1958,2
14367201,1969,1
14367202,1969,2
14367203,1993,1
14367204,1995,1
14367205,2005,2
14368301,1953,2
14368302,1947,1
14368303,1971,1
14369101,1984,1
14369102,1989,2
14369103,1963,1
14369104,2009,2
14369105,2006,1
14370101,1970,1
14370102,1972,2
14370103,1994,1
14370104,1998,2
14371201,1969,2
14371202,1994,1
14372101,1976,1
14372102,1980,2
14373101,1964,1
14373102,1958,2
14374001,1955,2
14375001,1954,1
14375002,1960,2
14375003,1935,2
14375004,1977,1
14375005,1998,1
14375006,2000,2
14376101,1958,1
14376102,1981,1
14376103,1989,2
14376104,2009,1
14376105,1998,1
14376106,2004,1
14376107,1992,1
14377101,1955,2
14377102,1979,1
14377103,1986,2
14377104,2007,2
14377105,2012,1
14378101,1964,2
14378102,1988,2
14378103,1996,1
14378104,2006,1
14378105,2008,1
14378106,2012,2
14379101,1948,2
14379102,1969,1
14380101,1941,1
14380102,1941,2
14380103,1970,1
14380104,1972,2
14380105,1990,1
14380106,1992,2
14381101,1984,1
14381102,1982,2
14381103,2000,1
14381104,2010,1
14382101,1974,1
14382102,1985,2
14382103,2003,2
14383201,1959,1
14383202,1960,2
14383203,1986,1
14383204,1992,1
14384001,1975,2
14384002,1972,1
14384003,1994,2
14384004,1997,2
14385301,1967,1
14385302,1967,2
14385303,1991,1
14385304,1995,2
14386201,1958,1
14386202,1960,2
14386203,1991,1
14386204,1942,2
14387101,1952,1
14387102,1957,2
14387103,1985,1
14387104,1989,1
14387105,1986,2
14387106,1990,1
14387107,1995,2
14387108,1993,2
14388001,1954,1
14388002,1965,2
14388003,1982,1
14388004,1988,2
14388005,1990,2
14388006,2009,1
14388007,2012,2
14389001,1983,1
14389002,1985,2
14389003,2009,2
14390001,1967,2
14390002,1989,1
14390003,2010,1
14391001,1970,1
14391002,1968,2
14391003,1995,2
14391004,2001,2
14391005,2007,1
14392001,1964,1
14392002,1964,2
14392003,1989,1
14392004,2003,2
14393001,1982,1
14393002,1985,2
14393003,2006,2
14393004,2011,1
14394001,1968,1
14394002,1972,2
14394003,1995,1
14395301,1937,2
14395302,1944,1
14395303,1966,1
14395304,1962,1
14395305,1989,1
14395306,1995,1
14396001,1948,2
14396002,1988,1
14397101,1952,2
14398001,1953,1
14398002,1948,2
14398003,1977,1
14398004,1978,2
14399001,1977,1
14399002,1974,2
14399003,1993,1
14399004,1999,2
14399005,2003,1
14400101,1968,1
14400102,1968,2
14400103,1990,2
14400104,1996,1
14401001,1964,1
14401002,1957,2
14401003,1975,1
14401004,1976,2
14401005,1988,1
14401006,1989,1
14402001,1961,1
14402002,1962,2
14402003,1983,2
14402004,1988,2
14402005,2008,2
14403101,1939,1
14403102,1958,2
14404001,1953,1
14404002,1959,2
14404003,1975,2
14404004,1985,2
14404005,1993,1
14404006,2008,1
14405001,1980,1
14405002,1981,2
14405003,2005,2
14405004,2010,1
14406001,1945,2
14406002,1965,1
14406003,1968,2
14406004,1982,1
14406005,1985,2
14406006,1993,1
14406007,1995,2
14406008,1997,1
14407001,1942,1
14407002,1954,2
14407003,1988,2
14407004,1990,2
14407005,2007,2
14408101,1929,1
14408102,1933,2
14408103,1950,2
14409001,1958,1
14409002,1973,2
14409003,2005,2
14410001,1971,1
14410002,1975,2
14410003,2006,1
14410004,2008,1
14411001,1972,1
14411002,1970,2
14411003,1992,1
14411004,1997,1
14411005,1998,2
14412101,1959,1
14412102,1970,2
14412103,1993,2
14412104,1995,1
14412105,1997,1
14412106,2000,1
14412107,2002,1
14413001,1960,1
14413002,1964,2
14413003,1984,2
14413004,1994,1
14414001,1958,1
14414002,1964,2
14414003,1970,1
14414004,1980,2
14414005,1996,1
14414006,1999,2
14414007,2000,1
14414008,2004,1
14414009,2012,2
14414301,1977,1
14414302,1981,2
14414303,2007,2
14414304,2010,2
14415001,1981,1
14415002,1985,2
14415003,2005,2
14416201,1958,2
14416202,1976,2
14416203,1989,1
14416204,1997,1
14416205,2001,2
14417001,1976,1
14417002,1994,1
14417003,1997,1
14418101,1989,2
14418102,1974,1
14418103,2000,2
14418104,2008,1
14419001,1946,1
14419002,1945,2
14420001,1950,2
14420002,1973,1
14420003,1986,2
14420004,1999,2
14420005,2006,2
14421001,1976,1
14421002,1982,2
14421003,1999,1
14421004,2004,2
14422001,1948,1
14422002,1954,2
14423001,1959,1
14423002,1961,2
14423003,1987,1
14423004,1992,2
14424001,1931,1
14425001,1951,2
14425002,1971,1
14425003,1974,2
14425004,1992,1
14425005,1993,2
14425006,2000,1
14425007,2007,1
14425008,2010,1
14425009,2012,2
14425010,2005,1
14426001,1974,1
14426002,1989,2
14426003,2007,1
14426004,2009,1
14427001,1973,2
14427002,1980,1
14427003,1998,2
14427004,2006,1
14427005,2008,2
14427006,2009,1
14428001,1951,2
14428002,1991,1
14428003,1991,1
14428004,1993,2
14428005,2008,2
14429001,1956,1
14429002,1973,1
14429003,1985,2
14429004,1993,2
14429005,2007,1
14429006,2012,1
14430001,1955,1
14430002,1956,2
14430003,1986,1
14430004,1991,2
14430005,2008,1
14430006,2012,2
14431001,1968,1
14431002,1967,2
14431003,2001,1
14432001,1952,2
14432002,1977,2
14432003,1997,2
14433101,1941,1
14433102,1951,2
14434001,1985,1
14434002,1986,2
14434003,2007,1
14435001,1969,1
14435002,1971,2
14435003,1983,2
14435004,1993,2
14435005,1995,2
14435006,2003,2
14436001,1966,2
14436002,1996,2
14436003,2007,2
14437001,1966,1
14437002,1998,1
14438001,1950,2
14438002,1980,1
14438003,1989,2
14438004,1989,1
14438005,1991,2
14438006,2007,1
14438007,2009,1
14439101,1976,1
14439102,1975,2
14439103,2009,1
14440001,1959,1
14440002,1962,2
14440003,1984,1
14440004,1982,2
14440005,1989,1
14440006,2007,1
14440007,2009,1
14441001,1962,1
14441002,1967,2
14441003,1988,1
14441004,1993,2
14441005,1991,1
14441006,1997,1
14441007,2010,2
14442001,1969,1
14442002,1982,2
14442003,1996,1
14442004,1997,1
14442005,2005,1
14442006,2008,1
14443001,1958,2
14443002,1980,1
14443003,1981,1
14443004,1983,1
14443005,1985,1
14443006,1987,2
14443007,2006,1
14443008,2008,2
14444001,1954,1
14444002,1955,2
14444003,1982,1
14445001,1962,1
14446001,1966,2
14446002,1988,2
14446003,1989,1
14446004,1994,2
14446005,2007,2
14447001,1957,2
14447002,1973,1
14447003,1975,2
14447004,2003,1
14447005,2005,2
14447006,2008,1
14447007,2012,1
14448001,1964,1
14448002,1967,2
14448003,1998,2
14448004,2003,1
14449001,1978,2
14449002,1999,1
14449003,2007,2
14450001,1950,1
14450002,1960,2
14450003,1981,2
14450004,1991,2
14450005,1986,1
14450006,1998,1
14450007,2006,1
14450008,2008,2
14451001,1939,1
14451002,1942,2
14451003,1972,1
14451004,1979,2
14451005,2002,2
14452001,1959,1
14452002,1964,2
14452003,1993,1
14452004,1995,2
14453001,1958,2
14453002,1962,1
14453003,1984,1
14453004,1989,2
14453005,1992,1
14453006,1993,2
14453007,2000,1
14454201,1979,1
14454202,1987,2
14454203,2012,2
14455201,1949,2
14455202,1975,2
14455203,1994,2
14455204,2002,1
14456001,1953,1
14456002,1955,2
14456003,1986,1
14456004,1992,1
14456005,1996,2
14457001,1951,2
14457002,1992,2
14457003,2011,1
14458001,1944,1
14458002,1977,2
14458003,1982,1
14458004,2000,2
14458005,2005,2
14458006,2009,2
14459001,1960,1
14459002,1959,2
14459003,1985,1
14459004,1989,2
14459005,2001,2
14459006,2012,1
14460001,1959,1
14460002,1964,2
14460003,1986,1
14460004,1987,2
14460005,1988,1
14460006,2002,2
14460007,2007,2
14460008,2010,2
14461001,1988,1
14461002,1988,2
14461003,2004,1
14461004,2007,2
14462101,1976,2
14462102,1997,2
14463001,1979,1
14463002,1974,2
14464001,1951,1
14464002,1983,2
14464003,1984,2
14464004,1995,1
14464005,2001,1
14464006,2008,2
14464007,2009,2
14465001,1964,2
14465002,1992,1
14465003,1992,2
14465004,2011,1
14466001,1946,1
14466002,1939,2
14467101,1946,1
14467102,1947,2
14468001,1962,1
14468002,1977,2
14468003,1998,1
14468004,2008,1
14468005,2009,2
14469001,1958,1
14469002,1967,2
14469003,1991,2
14469004,1997,1
14470001,1940,1
14470002,1942,2
14470003,1980,1
14471001,1985,1
14471002,1990,2
14471003,2009,1
14472001,1960,1
14472002,1963,2
14472003,1985,2
14472004,1995,1
14472005,2003,2
14472301,1957,1
14472302,1958,2
14473101,1947,1
14473102,1972,1
14474001,1981,1
14474002,1983,2
14474003,1999,2
14474004,2007,1
14475301,1955,1
14475302,1956,2
14475303,1997,1
14476001,1976,1
14476002,1987,2
14476003,2001,1
14476004,2006,1
14476005,2008,2
14476006,2010,1
14477001,1973,1
14477002,1973,2
14477003,1996,1
14477004,2003,1
14477005,2006,1
14478001,1963,1
14478002,1973,2
14478003,1990,1
14478004,1992,2
14478005,1993,1
14478006,2004,1
14479001,1955,1
14479002,1977,1
14479003,1977,2
14479004,1994,2
14479005,1996,2
14479006,2009,2
14480301,1952,2
14480302,1975,1
14480303,1972,1
14482201,1955,1
14482202,1992,1
14482203,1989,2
14482204,1954,2
14483001,1963,2
14483002,1973,1
14483003,1992,1
14483004,1999,2
14484001,1934,1
14484002,1935,2
14484003,1963,2
14484004,1972,2
14484005,1976,2
14484006,2004,2
14485001,1980,1
14485002,1985,2
14485003,2003,2
14485004,2012,1
14486001,1960,1
14486002,1960,2
14486003,1983,1
14486004,1992,1
14487001,1957,2
14487002,1985,2
14487003,1985,1
14487004,2012,1
14488001,1944,2
14488002,1987,2
14488003,1989,2
14488004,2006,2
14488005,2009,1
14489001,1962,1
14489002,1976,2
14489003,1992,2
14489004,2000,1
14489005,2002,1
14489006,2010,1
14491001,1957,2
14491002,1994,1
14492001,1950,1
14492002,1964,2
14492003,1976,1
14492004,1977,1
14492005,2011,1
14493001,1952,1
14493002,1954,2
14493003,1987,1
14493004,1998,2
14494001,1969,1
14494002,1975,2
14494003,1994,1
14494004,2005,1
14494005,2008,1
14495001,1955,2
14495002,1972,2
14495003,1985,2
14495004,2004,1
14495005,1999,1
14495301,1940,1
14495302,1950,1
14496001,1942,2
14496002,1970,1
14496003,1970,2
14496004,1997,1
14496005,2006,1
14497101,1969,2
14497102,1972,1
14497103,2003,2
14498001,1930,1
14498002,1973,2
14499001,1946,1
14499002,1947,2
14500101,1974,1
14500102,1971,2
14500103,2003,1
14500104,2004,2
14502001,1959,2
14502002,1990,1
14503301,1961,2
14503302,1959,1
14503303,1993,2
14503304,2009,1
14504001,1965,2
14504002,1990,2
14504003,1998,2
14505001,1959,1
14505002,1960,2
14505003,1996,2
14505301,1973,2
14505302,1994,1
14505303,1998,2
14506001,1961,1
14506002,1962,2
14506003,1999,1
14507001,1950,1
14507002,1958,2
14507003,1980,2
14507004,1987,2
14507005,1992,2
14507006,1995,2
14508001,1973,1
14508002,1974,2
14508003,1996,2
14508004,2005,2
14509001,1983,1
14509002,1984,2
14509003,2007,2
14509004,2008,1
14509005,2012,2
14510001,1954,1
14510002,1956,2
14510003,1990,2
14510004,2010,2
14512001,1981,2
14512002,2000,1
14512003,2003,2
14512004,2010,1
14513001,1948,2
14513002,1973,1
14513003,1972,2
14513004,1992,1
14513005,1995,2
14513006,2002,2
14514001,1975,1
14514002,1985,2
14514003,1996,2
14514004,2001,2
14514005,2007,2
14514006,2010,2
14514007,2011,1
14515101,1960,1
14515102,1956,2
14515103,1984,2
14515104,1984,1
14515105,2007,1
14515106,2010,2
14516001,1978,1
14516002,1980,2
14516003,1996,2
14516004,2002,2
14516005,2003,1
14516006,2007,1
14516007,2007,1
14517001,1979,1
14517002,1980,2
14517003,1998,2
14517004,2002,2
14518001,1952,1
14518002,1955,2
14518003,1977,2
14518004,1996,1
14518005,2001,1
14519001,1948,1
14519002,1954,2
14519003,1981,1
14519004,1982,1
14519005,1985,2
14519006,2006,1
14519007,2011,1
14520001,1959,1
14521001,1982,2
14521002,1988,1
14521003,2010,1
14521004,2012,1
14522001,1974,2
14522002,1977,1
14522003,1992,1
14522004,1997,1
14522005,2003,2
14523001,1967,1
14523002,1970,2
14523003,1985,1
14523004,1990,2
14523005,1992,2
14523006,2001,2
14524001,1969,1
14524002,1969,2
14524003,1990,1
14524004,1993,2
14524005,1999,2
14524006,2007,2
14524007,2010,2
14524008,2011,1
14525101,1957,1
14525102,1951,2
14526001,1967,2
14526002,1976,1
14526003,1986,1
14526004,1987,2
14526005,2006,2
14526006,2007,1
14526007,2010,2
14527001,1951,1
14527002,1956,2
14527003,1989,1
14528101,1959,2
14528102,1980,2
14528103,1999,2
14528104,2006,1
14529101,1974,1
14529102,1976,2
14529103,2000,1
14529104,2008,1
14530001,1946,2
14530002,1952,1
14530003,1971,2
14530004,1990,2
14530005,2001,2
14530006,2009,2
14530101,1982,1
14530102,1981,2
14530103,2010,1
14530104,2011,2
14530105,2013,1
14531001,1971,2
14531002,1971,1
14531003,1991,1
14531004,1999,1
14531005,2000,1
14532001,1956,1
14532002,1961,2
14532003,1992,1
14532004,1992,2
14532005,2011,1
14533001,1969,1
14533002,1969,2
14533003,1973,1
14533004,1991,2
14534001,1958,1
14534002,1955,2
14534003,1976,1
14534004,1995,1
14534005,2010,1
14535001,1951,1
14535002,1971,2
14535003,1984,1
14535004,1997,2
14536001,1974,1
14536002,1978,2
14536003,1995,2
14536004,2006,1
14537001,1939,1
14537002,1942,2
14538101,1986,1
14538102,1984,2
14538103,2008,2
14538104,2010,1
14539101,1964,1
14539102,1985,1
14539103,1987,2
14539104,1988,2
14539105,1964,2
14539106,2000,1
14539107,2009,1
14540001,1914,2
14540002,1972,1
14540003,1975,2
14540004,2009,2
14541001,1946,2
14541002,1952,1
14542001,1976,1
14542002,1977,2
14542003,1997,1
14542004,2004,1
14542005,2006,1
14542006,2008,1
14542007,2012,1
14543001,1941,2
14544001,1968,1
14544002,1972,2
14544003,1990,1
14544004,1994,1
14544005,1998,2
14544006,2005,2
14545001,1953,2
14545002,1989,1
14545003,1990,2
14545004,2007,1
14546001,1977,2
14546002,1996,2
14547001,1949,1
14547002,1959,2
14547003,1997,2
14548001,1960,1
14548002,1962,2
14548003,1981,1
14548004,1986,2
14548005,1990,2
14548006,1996,1
14548007,2010,1
14549001,1966,1
14549002,1967,2
14549003,2000,1
14550001,1967,1
14550002,1969,2
14550003,1992,2
14550004,1996,1
14551001,1945,2
14551002,1964,1
14551003,1982,2
14552001,1956,2
14552002,1976,1
14552003,1977,2
14552004,1997,1
14552005,2007,2
14552006,2011,1
14553001,1945,1
14553002,1944,2
14554001,1984,1
14554002,1986,2
14554003,2007,2
14555101,1957,1
14555102,2000,2
14555103,2002,2
14556301,1944,1
14556302,1946,2
14556303,1970,1
14556304,1970,2
14556305,1995,1
14556306,1995,2
14556307,2000,1
14556308,2009,1
14556309,1966,1
14557101,1947,2
14557102,1967,1
14558001,1945,2
14558002,1960,1
14558003,1995,1
14558004,2002,1
14559001,1983,1
14559002,1986,2
14559003,2009,1
14560001,1962,2
14560002,1988,1
14560003,1988,2
14560004,1995,2
14560005,2000,2
14560006,2011,2
14561001,1969,1
14561002,1973,2
14561003,1991,2
14561004,1997,2
14561005,2001,1
14561006,2009,1
14562001,1942,1
14562002,1945,2
14563101,1979,1
14563102,1985,2
14563103,2006,2
14564101,1953,2
14564102,1981,1
14564103,1973,1
14565001,1951,1
14565002,1982,1
14566001,1990,1
14566002,1990,2
14566003,2011,2
14567101,1964,1
14567102,1962,2
14567103,1987,1
14567104,2001,2
14568001,1945,1
14568002,1944,2
14568003,1973,1
14568004,1975,1
14568005,1977,1
14568006,1985,2
14568007,1986,2
14568008,1976,2
