encuentro_id:int,encuentro_version_id:int,encuentro_location_id:int,encuentro_pokemon_id:int,encuentro_min:int,encuentro_max:int
17975,15,302,17,17,17
17976,15,302,164,17,17
17977,15,302,311,17,17
17978,15,302,403,17,17
17979,15,302,17,19,19
17980,15,302,17,19,19
17981,15,302,93,19,19
17982,15,302,311,19,19
17983,15,302,403,19,19
17984,15,302,63,15,15
17985,15,302,312,15,15
17986,15,302,403,15,15
17987,15,302,63,15,15
17988,15,302,312,15,15
17989,15,302,403,15,15
17990,15,302,58,18,18
17991,15,302,58,18,18
17992,15,302,164,18,18
17993,15,302,58,18,18
17994,15,302,58,18,18
17995,15,302,164,18,18
17996,15,302,17,17,17
17997,15,302,17,17,17
17998,15,302,58,17,17
17999,15,302,64,15,15
18000,15,302,17,17,17
18001,15,302,17,17,17
18002,15,302,58,17,17
18003,15,302,64,15,15
18004,15,303,56,13,13
18005,15,303,302,13,13
18006,15,303,19,15,15
18007,15,303,302,15,15
18008,15,303,56,13,13
18009,15,303,293,13,13
18010,15,303,418,13,13
18011,15,303,19,15,15
18012,15,303,293,15,15
18013,15,303,418,15,15
18014,15,303,21,13,13
18015,15,303,21,13,13
18016,15,303,20,13,13
18017,15,303,264,13,13
18018,15,303,399,13,13
18019,15,303,21,13,13
18020,15,303,21,13,13
18021,15,303,20,13,13
18022,15,303,264,13,13
18023,15,303,399,13,13
18024,15,303,20,15,15
18025,15,303,20,15,15
18026,15,303,19,15,15
18027,15,303,20,15,15
18028,15,303,20,15,15
18029,15,303,19,15,15
18030,15,303,22,15,15
18031,15,303,22,15,15
18032,15,303,20,15,15
18033,15,303,57,15,15
18034,15,303,22,15,15
18035,15,303,22,15,15
18036,15,303,20,15,15
18037,15,303,57,15,15
18038,15,303,118,15,15
18039,15,303,118,10,10
18040,15,303,119,15,15
18041,15,303,119,15,15
18042,15,303,119,15,15
18043,15,303,129,10,10
18044,15,303,129,10,10
18045,15,303,129,10,10
18046,15,303,118,10,10
18047,15,303,118,10,10
18048,15,303,129,20,20
18049,15,303,118,20,20
18050,15,303,118,20,20
18052,15,303,118,20,20
18054,15,303,118,20,20
18055,15,303,118,40,40
18057,15,303,118,40,40
18059,15,303,129,40,40
18060,15,303,119,40,40
18062,15,303,129,40,40
18063,15,304,21,16,16
18064,15,304,21,16,16
18065,15,304,195,16,16
18067,15,304,100,17,17
18069,15,304,21,16,16
18070,15,304,21,16,16
18071,15,304,195,16,16
18072,15,304,293,16,16
18073,15,304,418,16,16
18074,15,304,100,17,17
18075,15,304,293,17,17
18076,15,304,418,17,17
18077,15,304,20,16,16
18078,15,304,264,16,16
18079,15,304,399,16,16
18080,15,304,20,16,16
18081,15,304,264,16,16
18082,15,304,399,16,16
18083,15,304,22,18,18
18084,15,304,22,18,18
18085,15,304,195,18,18
18086,15,304,22,18,18
18087,15,304,22,18,18
18088,15,304,195,18,18
18089,15,304,20,18,18
18090,15,304,125,18,18
18091,15,304,20,18,18
18092,15,304,125,15,15
18093,15,304,20,18,18
18094,15,304,125,18,18
18095,15,304,20,18,18
18096,15,304,125,15,15
18097,15,304,118,15,15
18098,15,304,118,10,10
18099,15,304,119,15,15
18100,15,304,119,15,15
18101,15,304,119,15,15
18102,15,304,129,10,10
18103,15,304,129,10,10
18104,15,304,129,10,10
18105,15,304,118,10,10
18106,15,304,118,10,10
18107,15,304,129,20,20
18108,15,304,118,20,20
18109,15,304,118,20,20
18111,15,304,118,20,20
18113,15,304,118,20,20
18114,15,304,118,40,40
18116,15,304,118,40,40
18118,15,304,129,40,40
18119,15,304,119,40,40
18121,15,304,129,40,40
18122,15,305,96,14,14
18123,15,305,19,15,15
18125,15,305,96,14,14
18126,15,305,311,14,14
18127,15,305,403,14,14
18128,15,305,19,15,15
18129,15,305,311,15,15
18130,15,305,403,15,15
18131,15,305,81,15,15
18132,15,305,312,15,15
18133,15,305,403,15,15
18134,15,305,81,15,15
18135,15,305,312,15,15
18136,15,305,403,15,15
18137,15,305,96,16,16
18138,15,305,96,16,16
18139,15,305,97,16,16
18140,15,305,97,16,16
18141,15,305,97,16,16
18142,15,305,97,16,16
18143,15,306,30,23,23
18144,15,306,113,23,23
18145,15,306,33,23,23
18146,15,306,113,23,23
18147,15,306,30,23,23
18148,15,306,293,23,23
18149,15,306,418,23,23
18150,15,306,33,23,23
18151,15,306,293,23,23
18152,15,306,418,23,23
18153,15,306,17,25,25
18154,15,306,17,25,25
18155,15,306,164,25,25
18156,15,306,264,25,25
18157,15,306,399,25,25
18158,15,306,17,25,25
18159,15,306,17,25,25
18160,15,306,164,25,25
18161,15,306,264,25,25
18162,15,306,399,25,25
18163,15,306,187,22,22
18164,15,306,187,22,22
18165,15,306,195,22,22
18166,15,306,187,22,22
18167,15,306,187,22,22
18168,15,306,195,22,22
18169,15,306,187,24,24
18170,15,306,187,24,24
18171,15,306,195,24,24
18172,15,306,187,24,24
18173,15,306,187,24,24
18174,15,306,195,24,24
18175,15,306,187,24,24
18176,15,306,187,24,24
18177,15,306,195,24,24
18178,15,306,113,25,25
18179,15,306,72,25,25
18180,15,306,195,25,25
18181,15,306,73,25,25
18182,15,306,73,25,25
18183,15,306,73,25,25
18184,15,306,129,10,10
18185,15,306,129,10,10
18186,15,306,129,10,10
18187,15,306,72,10,10
18188,15,306,72,10,10
18189,15,306,129,20,20
18190,15,306,72,20,20
18191,15,306,72,20,20
18193,15,306,72,20,20
18195,15,306,72,20,20
18196,15,306,72,40,40
18198,15,306,72,40,40
18200,15,306,129,40,40
18201,15,306,211,40,40
18203,15,306,129,40,40
18204,15,307,30,23,23
18205,15,307,33,23,23
18207,15,307,30,23,23
18208,15,307,311,23,23
18209,15,307,403,23,23
18210,15,307,33,23,23
18211,15,307,311,23,23
18212,15,307,403,23,23
18213,15,307,17,25,25
18214,15,307,17,25,25
18215,15,307,164,25,25
18216,15,307,312,25,25
18217,15,307,403,25,25
18218,15,307,17,25,25
18219,15,307,17,25,25
18220,15,307,164,25,25
18221,15,307,312,25,25
18222,15,307,403,25,25
18223,15,307,187,24,24
18224,15,307,187,24,24
18225,15,307,195,24,24
18226,15,307,187,24,24
18227,15,307,187,24,24
18228,15,307,195,24,24
18229,15,307,188,26,26
18230,15,307,188,26,26
18231,15,307,195,26,26
18232,15,307,188,26,26
18233,15,307,188,26,26
18234,15,307,195,26,26
18235,15,307,188,26,26
18236,15,307,188,26,26
18237,15,307,195,26,26
18238,15,307,113,25,25
18239,15,308,30,23,23
18240,15,308,33,23,23
18242,15,308,30,23,23
18243,15,308,311,23,23
18244,15,308,403,23,23
18245,15,308,33,23,23
18246,15,308,311,23,23
18247,15,308,403,23,23
18248,15,308,17,25,25
18249,15,308,17,25,25
18250,15,308,164,25,25
18251,15,308,312,25,25
18252,15,308,403,25,25
18253,15,308,17,25,25
18254,15,308,17,25,25
18255,15,308,164,25,25
18256,15,308,312,25,25
18257,15,308,403,25,25
18258,15,308,187,22,22
18259,15,308,187,22,22
18260,15,308,195,22,22
18261,15,308,187,22,22
18262,15,308,187,22,22
18263,15,308,195,22,22
18264,15,308,187,24,24
18265,15,308,187,24,24
18266,15,308,195,24,24
18267,15,308,187,24,24
18268,15,308,187,24,24
18269,15,308,195,24,24
18270,15,308,187,24,24
18271,15,308,187,24,24
18272,15,308,195,24,24
18273,15,308,113,25,25
18274,15,309,88,26,26
18275,15,309,22,27,27
18276,15,309,22,27,27
18277,15,309,88,27,27
18279,15,309,88,26,26
18280,15,309,311,26,26
18281,15,309,403,26,26
18282,15,309,22,27,27
18283,15,309,22,27,27
18284,15,309,88,27,27
18285,15,309,311,27,27
18286,15,309,403,27,27
18287,15,309,88,28,28
18288,15,309,312,28,28
18289,15,309,403,28,28
18290,15,309,88,28,28
18291,15,309,312,28,28
18292,15,309,403,28,28
18293,15,309,22,29,29
18294,15,309,22,29,29
18295,15,309,198,29,29
18296,15,309,22,29,29
18297,15,309,22,29,29
18298,15,309,198,29,29
18299,15,309,218,27,27
18300,15,309,89,30,30
18301,15,309,218,27,27
18302,15,309,89,30,30
18303,15,310,22,28,28
18304,15,310,22,28,28
18305,15,310,88,28,28
18307,15,310,88,27,27
18308,15,310,218,27,27
18309,15,310,88,27,27
18311,15,310,22,28,28
18312,15,310,22,28,28
18313,15,310,88,28,28
18314,15,310,311,28,28
18315,15,310,403,28,28
18316,15,310,88,27,27
18317,15,310,218,27,27
18318,15,310,88,27,27
18319,15,310,311,27,27
18320,15,310,403,27,27
18321,15,310,88,29,29
18322,15,310,312,29,29
18323,15,310,403,29,29
18324,15,310,88,29,29
18325,15,310,312,29,29
18326,15,310,403,29,29
18327,15,310,22,30,30
18328,15,310,22,30,30
18329,15,310,89,30,30
18330,15,310,22,30,30
18331,15,310,22,30,30
18332,15,310,89,30,30
18333,15,310,218,29,29
18334,15,310,89,32,32
18335,15,310,218,29,29
18336,15,310,89,32,32
18337,15,311,88,26,26
18338,15,311,22,27,27
18339,15,311,22,27,27
18340,15,311,88,27,27
18342,15,311,88,26,26
18343,15,311,311,26,26
18344,15,311,403,26,26
18345,15,311,22,27,27
18346,15,311,22,27,27
18347,15,311,88,27,27
18348,15,311,311,27,27
18349,15,311,403,27,27
18350,15,311,88,28,28
18351,15,311,312,28,28
18352,15,311,403,28,28
18353,15,311,88,28,28
18354,15,311,312,28,28
18355,15,311,403,28,28
18356,15,311,22,29,29
18357,15,311,22,29,29
18358,15,311,89,29,29
18359,15,311,22,29,29
18360,15,311,22,29,29
18361,15,311,89,29,29
18362,15,311,218,27,27
18363,15,311,89,30,30
18364,15,311,218,27,27
18365,15,311,89,30,30
18366,15,312,114,30,30
18367,15,312,114,25,25
18368,15,312,114,30,30
18369,15,312,293,30,30
18370,15,312,418,30,30
18371,15,312,114,25,25
18372,15,312,293,25,25
18373,15,312,418,25,25
18374,15,312,114,35,35
18375,15,312,264,35,35
18376,15,312,399,35,35
18377,15,312,114,35,35
18378,15,312,264,35,35
18379,15,312,399,35,35
18380,15,312,114,20,20
18381,15,312,114,20,20
18382,15,312,114,30,30
18383,15,312,122,30,30
18384,15,312,114,30,30
18385,15,312,122,28,28
18386,15,312,114,30,30
18387,15,312,122,30,30
18388,15,312,114,30,30
18389,15,312,122,28,28
18390,15,312,72,35,35
18391,15,312,72,30,30
18392,15,312,73,35,35
18393,15,312,73,35,35
18394,15,312,73,35,35
18395,15,312,129,10,10
18396,15,312,129,10,10
18397,15,312,129,10,10
18398,15,312,72,10,10
18399,15,312,72,10,10
18400,15,312,129,20,20
18401,15,312,72,20,20
18402,15,312,170,20,20
18404,15,312,90,20,20
18406,15,312,170,20,20
18407,15,312,170,40,40
18409,15,312,90,40,40
18411,15,312,73,40,40
18413,15,312,171,40,40
18415,15,312,73,40,40
18417,15,313,19,3,3
18418,15,313,21,3,3
18419,15,313,21,3,3
18420,15,313,19,3,3
18422,15,313,19,3,3
18423,15,313,293,3,3
18424,15,313,418,3,3
18425,15,313,21,3,3
18426,15,313,21,3,3
18427,15,313,19,3,3
18428,15,313,293,3,3
18429,15,313,418,3,3
18430,15,313,21,5,5
18431,15,313,21,5,5
18432,15,313,19,5,5
18433,15,313,264,5,5
18434,15,313,399,5,5
18435,15,313,21,5,5
18436,15,313,21,5,5
18437,15,313,19,5,5
18438,15,313,264,5,5
18439,15,313,399,5,5
18440,15,313,84,4,4
18441,15,313,84,4,4
18442,15,313,19,4,4
18443,15,313,84,4,4
18444,15,313,84,4,4
18445,15,313,19,4,4
18446,15,313,77,6,6
18447,15,313,22,7,7
18448,15,313,22,7,7
18449,15,313,19,7,7
18450,15,313,77,6,6
18451,15,313,22,7,7
18452,15,313,22,7,7
18453,15,313,19,7,7
18454,15,313,60,10,10
18455,15,313,60,5,5
18456,15,313,61,10,10
18457,15,313,61,10,10
18458,15,313,61,10,10
18459,15,313,129,10,10
18460,15,313,129,10,10
18461,15,313,129,10,10
18462,15,313,60,10,10
18463,15,313,60,10,10
18464,15,313,129,20,20
18465,15,313,60,20,20
18466,15,313,60,20,20
18468,15,313,60,20,20
18470,15,313,60,20,20
18471,15,313,60,40,40
18473,15,313,60,40,40
18475,15,313,129,40,40
18476,15,313,60,40,40
18478,15,313,129,40,40
18479,15,314,69,8,8
18480,15,314,69,8,8
18481,15,314,48,8,8
18483,15,314,69,10,10
18484,15,314,191,10,10
18485,15,314,43,10,10
18487,15,314,69,8,8
18488,15,314,69,8,8
18489,15,314,48,8,8
18490,15,314,293,8,8
18491,15,314,418,8,8
18492,15,314,69,10,10
18493,15,314,191,10,10
18494,15,314,43,10,10
18495,15,314,293,10,10
18496,15,314,418,10,10
18497,15,314,63,9,9
18498,15,314,264,9,9
18499,15,314,399,9,9
18500,15,314,63,9,9
18501,15,314,264,9,9
18502,15,314,399,9,9
18503,15,314,70,12,12
18504,15,314,70,12,12
18505,15,314,48,8,8
18506,15,314,69,8,8
18507,15,314,69,8,8
18508,15,314,70,14,14
18509,15,314,70,14,14
18510,15,314,49,14,14
18511,15,314,48,8,8
18512,15,314,69,8,8
18513,15,314,69,8,8
18514,15,314,70,14,14
18515,15,314,70,14,14
18516,15,314,49,14,14
18517,15,314,118,10,10
18518,15,314,118,5,5
18519,15,314,119,10,10
18520,15,314,119,10,10
18521,15,314,119,10,10
18522,15,314,129,10,10
18523,15,314,129,10,10
18524,15,314,129,10,10
18525,15,314,118,10,10
18526,15,314,118,10,10
18527,15,314,129,20,20
18528,15,314,118,20,20
18529,15,314,118,20,20
18531,15,314,118,20,20
18533,15,314,118,20,20
18534,15,314,118,40,40
18536,15,314,118,40,40
18538,15,314,129,40,40
18539,15,314,119,40,40
18541,15,314,129,40,40
18542,15,315,16,8,8
18543,15,315,16,8,8
18544,15,315,48,8,8
18545,15,315,427,8,8
18546,15,315,69,10,10
18547,15,315,69,10,10
18548,15,315,43,10,10
18549,15,315,427,10,10
18550,15,315,16,8,8
18551,15,315,16,8,8
18552,15,315,48,8,8
18553,15,315,293,8,8
18554,15,315,418,8,8
18555,15,315,69,10,10
18556,15,315,69,10,10
18557,15,315,43,10,10
18558,15,315,293,10,10
18559,15,315,418,10,10
18560,15,315,48,8,8
18561,15,315,16,8,8
18562,15,315,49,8,8
18563,15,315,264,8,8
18564,15,315,399,8,8
18565,15,315,48,8,8
18566,15,315,16,8,8
18567,15,315,49,8,8
18568,15,315,264,8,8
18569,15,315,399,8,8
18570,15,315,63,9,9
18571,15,315,63,9,9
18572,15,315,17,10,10
18573,15,315,17,10,10
18574,15,315,70,10,10
18575,15,315,70,14,14
18576,15,315,70,14,14
18577,15,315,69,14,14
18578,15,315,17,10,10
18579,15,315,17,10,10
18580,15,315,70,10,10
18581,15,315,70,14,14
18582,15,315,70,14,14
18583,15,315,69,14,14
18584,15,315,118,10,10
18585,15,315,118,5,5
18586,15,315,119,10,10
18587,15,315,119,10,10
18588,15,315,119,10,10
18589,15,315,129,10,10
18590,15,315,129,10,10
18591,15,315,129,10,10
18592,15,315,118,10,10
18593,15,315,118,10,10
18594,15,315,129,20,20
18595,15,315,118,20,20
18596,15,315,118,20,20
18598,15,315,118,20,20
18600,15,315,118,20,20
18601,15,315,118,40,40
18603,15,315,118,40,40
18605,15,315,129,40,40
18606,15,315,119,40,40
18608,15,315,129,40,40
18609,15,316,41,22,22
18610,15,316,20,22,22
18612,15,316,41,22,22
18613,15,316,359,22,22
18614,15,316,436,22,22
18615,15,316,20,22,22
18616,15,316,359,22,22
18617,15,316,436,22,22
18618,15,316,42,22,22
18619,15,316,296,22,22
18620,15,316,433,22,22
18621,15,316,42,22,22
18622,15,316,296,22,22
18623,15,316,433,22,22
18624,15,316,79,21,21
18625,15,316,79,21,21
18626,15,316,19,20,20
18627,15,316,79,23,23
18628,15,316,19,20,20
18629,15,316,79,23,23
18630,15,316,118,20,20
18631,15,316,79,20,20
18632,15,316,119,20,20
18633,15,316,119,20,20
18634,15,316,119,20,20
18635,15,316,129,10,10
18636,15,316,129,10,10
18637,15,316,129,10,10
18638,15,316,118,10,10
18639,15,316,118,10,10
18640,15,316,129,20,20
18641,15,316,118,20,20
18642,15,316,118,20,20
18644,15,316,118,20,20
18646,15,316,118,20,20
18647,15,316,118,40,40
18649,15,316,118,40,40
18651,15,316,129,40,40
18652,15,316,119,40,40
18654,15,316,129,40,40
18655,15,317,50,15,15
18656,15,317,50,17,17
18657,15,317,50,15,15
18658,15,317,359,15,15
18659,15,317,436,15,15
18660,15,317,50,17,17
18661,15,317,359,17,17
18662,15,317,436,17,17
18663,15,317,50,19,19
18664,15,317,296,19,19
18665,15,317,433,19,19
18666,15,317,50,19,19
18667,15,317,296,19,19
18668,15,317,433,19,19
18669,15,317,50,13,13
18670,15,317,50,13,13
18671,15,317,51,19,19
18672,15,317,51,24,24
18673,15,317,51,19,19
18674,15,317,51,29,29
18675,15,318,75,32,32
18676,15,318,42,32,32
18678,15,318,75,32,32
18679,15,318,359,32,32
18680,15,318,436,32,32
18681,15,318,42,32,32
18682,15,318,359,32,32
18683,15,318,436,32,32
18684,15,318,232,33,33
18685,15,318,296,33,33
18686,15,318,433,33,33
18687,15,318,232,33,33
18688,15,318,296,33,33
18689,15,318,433,33,33
18690,15,318,95,34,34
18691,15,318,95,34,34
18692,15,318,95,36,36
18693,15,318,111,35,35
18694,15,318,95,36,36
18695,15,318,111,35,35
18696,15,319,75,32,32
18697,15,319,42,32,32
18699,15,319,75,32,32
18700,15,319,359,32,32
18701,15,319,436,32,32
18702,15,319,42,32,32
18703,15,319,359,32,32
18704,15,319,436,32,32
18705,15,319,232,33,33
18706,15,319,296,33,33
18707,15,319,433,33,33
18708,15,319,232,33,33
18709,15,319,296,33,33
18710,15,319,433,33,33
18711,15,319,95,34,34
18712,15,319,95,34,34
18713,15,319,95,36,36
18714,15,319,111,35,35
18715,15,319,95,36,36
18716,15,319,111,35,35
18717,15,319,74,24,32
18718,15,319,75,30,33
18719,15,320,10,3,3
18720,15,320,10,3,3
18721,15,320,163,3,3
18723,15,320,16,3,3
18724,15,320,16,3,3
18725,15,320,167,3,3
18727,15,320,10,3,3
18728,15,320,10,3,3
18729,15,320,163,3,3
18730,15,320,311,3,3
18731,15,320,403,3,3
18732,15,320,16,3,3
18733,15,320,16,3,3
18734,15,320,167,3,3
18735,15,320,311,3,3
18736,15,320,403,3,3
18737,15,320,11,5,5
18738,15,320,16,5,5
18739,15,320,163,5,5
18740,15,320,312,5,5
18741,15,320,403,5,5
18742,15,320,11,5,5
18743,15,320,16,5,5
18744,15,320,163,5,5
18745,15,320,312,5,5
18746,15,320,403,5,5
18747,15,320,12,7,7
18748,15,320,12,7,7
18749,15,320,164,7,7
18750,15,320,12,8,8
18751,15,320,12,8,8
18752,15,320,164,8,8
18753,15,320,17,7,7
18754,15,320,17,7,7
18755,15,320,168,7,7
18756,15,320,167,10,10
18757,15,320,17,10,10
18758,15,320,164,10,10
18759,15,320,17,7,7
18760,15,320,17,7,7
18761,15,320,168,7,7
18762,15,320,10,4,4
18763,15,320,10,4,4
18764,15,320,167,4,4
18765,15,321,10,3,3
18766,15,321,10,3,3
18767,15,321,163,3,3
18768,15,321,401,3,3
18769,15,321,10,3,3
18770,15,321,10,3,3
18771,15,321,163,3,3
18772,15,321,401,3,3
18773,15,321,11,3,3
18774,15,321,11,3,3
18775,15,321,163,3,3
18776,15,321,325,3,3
18777,15,321,406,3,3
18778,15,321,16,3,3
18779,15,321,16,3,3
18780,15,321,163,3,3
18781,15,321,325,3,3
18782,15,321,406,3,3
18783,15,321,11,5,5
18784,15,321,11,5,5
18785,15,321,163,5,5
18786,15,321,322,5,5
18787,15,321,455,5,5
18788,15,321,11,5,5
18789,15,321,11,5,5
18790,15,321,163,5,5
18791,15,321,322,5,5
18792,15,321,455,5,5
18793,15,321,12,7,7
18794,15,321,16,7,7
18795,15,321,164,7,7
18796,15,321,12,7,7
18797,15,321,17,7,7
18798,15,321,164,7,7
18799,15,321,17,7,7
18800,15,321,17,7,7
18801,15,321,164,7,7
18802,15,321,25,4,4
18803,15,321,25,7,7
18804,15,321,25,7,7
18805,15,321,164,7,7
18806,15,321,25,4,4
18807,15,323,67,39,39
18808,15,323,67,39,39
18809,15,323,42,39,39
18811,15,323,47,38,38
18812,15,323,47,38,38
18813,15,323,42,38,38
18815,15,323,42,38,38
18816,15,323,359,38,38
18817,15,323,436,38,38
18818,15,323,57,38,38
18819,15,323,57,38,38
18820,15,323,47,38,38
18821,15,323,359,38,38
18822,15,323,436,38,38
18823,15,323,82,40,40
18824,15,323,296,40,40
18825,15,323,433,40,40
18826,15,323,132,39,39
18827,15,323,296,39,39
18828,15,323,433,39,39
18829,15,323,101,40,40
18830,15,323,202,37,37
18831,15,323,57,39,39
18832,15,323,67,40,40
18833,15,323,82,39,39
18834,15,323,82,39,39
18835,15,323,67,39,39
18836,15,323,132,40,40
18837,15,323,132,40,40
18838,15,323,67,40,40
18839,15,323,74,22,24
18840,15,323,75,26,30
18841,15,323,54,40,40
18843,15,323,54,35,35
18844,15,323,55,40,40
18845,15,323,55,40,40
18846,15,323,55,40,40
18847,15,323,129,10,10
18848,15,323,129,10,10
18849,15,323,129,10,10
18850,15,323,129,10,10
18851,15,323,129,10,10
18852,15,323,60,20,20
18854,15,323,118,20,20
18855,15,323,129,20,20
18856,15,323,118,20,20
18857,15,323,118,20,20
18858,15,323,60,20,20
18860,15,323,60,20,20
18861,15,323,60,40,40
18863,15,323,61,40,40
18864,15,323,61,40,40
18865,15,323,60,40,40
18867,15,323,130,40,40
18869,15,323,130,40,40
18871,15,323,130,40,40
18873,15,324,64,42,42
18874,15,324,47,40,40
18876,15,324,42,41,41
18877,15,324,359,41,41
18878,15,324,436,41,41
18879,15,324,67,39,39
18880,15,324,359,39,39
18881,15,324,436,39,39
18882,15,324,82,41,41
18883,15,324,296,41,41
18884,15,324,433,41,41
18885,15,324,132,42,42
18886,15,324,296,42,42
18887,15,324,433,42,42
18888,15,324,101,41,41
18889,15,324,202,42,42
18890,15,324,67,41,41
18891,15,324,67,41,41
18892,15,324,42,41,41
18893,15,324,67,42,42
18894,15,324,67,42,42
18895,15,324,42,42,42
18896,15,324,67,41,41
18897,15,324,67,41,41
18898,15,324,42,41,41
18899,15,324,67,42,42
18900,15,324,67,42,42
18901,15,324,42,42,42
18902,15,324,54,40,40
18904,15,324,54,35,35
18905,15,324,55,40,40
18906,15,324,55,40,40
18907,15,324,55,40,40
18908,15,324,129,10,10
18909,15,324,129,10,10
18910,15,324,129,10,10
18911,15,324,129,10,10
18912,15,324,129,10,10
18913,15,324,60,20,20
18915,15,324,118,20,20
18916,15,324,129,20,20
18917,15,324,118,20,20
18918,15,324,118,20,20
18919,15,324,60,20,20
18921,15,324,60,20,20
18922,15,324,60,40,40
18924,15,324,61,40,40
18925,15,324,61,40,40
18926,15,324,60,40,40
18928,15,324,130,40,40
18930,15,324,130,40,40
18932,15,324,130,40,40
18934,15,325,64,46,46
18935,15,325,47,45,45
18937,15,325,42,47,47
18938,15,325,359,47,47
18939,15,325,436,47,47
18940,15,325,67,45,45
18941,15,325,359,45,45
18942,15,325,436,45,45
18943,15,325,82,45,45
18944,15,325,296,45,45
18945,15,325,433,45,45
18946,15,325,132,45,45
18947,15,325,296,45,45
18948,15,325,433,45,45
18949,15,325,101,46,46
18950,15,325,82,47,47
18951,15,325,47,47,47
18952,15,325,202,49,49
18953,15,325,47,47,47
18954,15,325,202,49,49
18955,15,325,74,22,24
18956,15,325,75,26,30
18957,15,325,54,40,40
18959,15,325,54,35,35
18960,15,325,55,40,40
18961,15,325,55,40,40
18962,15,325,55,40,40
18963,15,325,129,10,10
18964,15,325,129,10,10
18965,15,325,129,10,10
18966,15,325,129,10,10
18967,15,325,129,10,10
18968,15,325,60,20,20
18970,15,325,118,20,20
18971,15,325,129,20,20
18972,15,325,118,20,20
18973,15,325,118,20,20
18974,15,325,60,20,20
18976,15,325,60,20,20
18977,15,325,60,40,40
18979,15,325,61,40,40
18980,15,325,61,40,40
18981,15,325,60,40,40
18983,15,325,130,40,40
18985,15,325,130,40,40
18987,15,325,130,40,40
18989,16,184,72,15,25
18990,16,184,72,10,20
18991,16,184,73,15,25
18992,16,184,73,15,25
18993,16,184,73,15,25
18994,16,184,129,10,10
18995,16,184,129,10,10
18996,16,184,129,10,10
18997,16,184,72,10,10
18998,16,184,72,10,10
18999,16,184,129,20,20
19000,16,184,72,20,20
19001,16,184,170,20,20
19003,16,184,90,20,20
19005,16,184,170,20,20
19006,16,184,170,40,40
19008,16,184,90,40,40
19010,16,184,73,40,40
19012,16,184,171,40,40
19014,16,184,73,40,40
19016,16,185,16,2,2
19017,16,185,16,2,2
19018,16,185,163,2,2
19020,16,185,161,3,3
19021,16,185,161,3,3
19022,16,185,163,3,3
19024,16,185,16,2,2
19025,16,185,16,2,2
19026,16,185,163,2,2
19027,16,185,311,2,2
19028,16,185,403,2,2
19029,16,185,161,3,3
19030,16,185,161,3,3
19031,16,185,163,3,3
19032,16,185,311,3,3
19033,16,185,403,3,3
19034,16,185,16,3,3
19035,16,185,16,3,3
19036,16,185,163,3,3
19037,16,185,312,3,3
19038,16,185,403,3,3
19039,16,185,16,3,3
19040,16,185,16,3,3
19041,16,185,163,3,3
19042,16,185,312,3,3
19043,16,185,403,3,3
19044,16,185,161,2,2
19045,16,185,161,2,2
19046,16,185,19,2,2
19047,16,185,19,4,4
19048,16,185,161,4,4
19049,16,185,19,4,4
19050,16,185,161,2,2
19051,16,185,19,2,2
19052,16,185,19,2,2
19053,16,185,16,4,4
19054,16,185,16,4,4
19055,16,185,163,4,4
19056,16,185,161,2,2
19057,16,185,19,2,2
19058,16,185,19,2,2
19059,16,185,16,4,4
19060,16,185,16,4,4
19061,16,185,163,4,4
19062,16,186,72,15,25
19063,16,186,72,10,20
19064,16,186,73,15,25
19065,16,186,73,15,25
19066,16,186,73,15,25
19067,16,186,129,10,10
19068,16,186,129,10,10
19069,16,186,129,10,10
19070,16,186,98,10,10
19071,16,186,98,10,10
19072,16,186,129,20,20
19073,16,186,98,20,20
19074,16,186,98,20,20
19076,16,186,222,20,20
19077,16,186,222,20,20
19078,16,186,120,20,20
19080,16,186,98,20,20
19081,16,186,98,40,40
19083,16,186,222,40,40
19084,16,186,222,40,40
19085,16,186,120,40,40
19087,16,186,98,40,40
19089,16,186,99,40,40
19091,16,186,98,40,40
19093,16,187,165,3,3
19094,16,187,16,3,3
19095,16,187,163,3,3
19097,16,187,13,3,3
19098,16,187,13,3,3
19099,16,187,19,3,3
19101,16,187,165,3,3
19102,16,187,16,3,3
19103,16,187,163,3,3
19104,16,187,293,3,3
19105,16,187,418,3,3
19106,16,187,13,3,3
19107,16,187,13,3,3
19108,16,187,19,3,3
19109,16,187,293,3,3
19110,16,187,418,3,3
19111,16,187,13,4,4
19112,16,187,16,4,4
19113,16,187,163,4,4
19114,16,187,264,4,4
19115,16,187,399,4,4
19116,16,187,13,4,4
19117,16,187,16,4,4
19118,16,187,163,4,4
19119,16,187,264,4,4
19120,16,187,399,4,4
19121,16,187,14,4,4
19122,16,187,14,4,4
19123,16,187,19,4,4
19124,16,187,14,4,4
19125,16,187,14,4,4
19126,16,187,19,4,4
19127,16,187,16,4,4
19128,16,187,13,4,4
19129,16,187,163,4,4
19130,16,187,16,4,4
19131,16,187,14,4,4
19132,16,187,163,4,4
19133,16,187,16,4,4
19134,16,187,13,4,4
19135,16,187,163,4,4
19136,16,187,16,4,4
19137,16,187,14,4,4
19138,16,187,163,4,4
19139,16,187,60,15,25
19140,16,187,60,10,20
19141,16,187,61,15,25
19142,16,187,61,15,25
19143,16,187,61,32,32
19144,16,187,129,10,10
19145,16,187,129,10,10
19146,16,187,129,10,10
19147,16,187,60,10,10
19148,16,187,60,10,10
19149,16,187,129,20,20
19150,16,187,60,20,20
19151,16,187,60,20,20
